IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen
25,35,61,40	96,88,114,103	46,51,47,34	94,110,82,81	276	149
18,21,38,35	1450,1654,2147,2016	23,32,17,17	1661,2030,1921,1585	204	149
4,14,10,8	77,86,135,139	8,12,10,11	83,110,108,100	223	149
28,34,39,46	14,22,30,24	28,45,41,32	39,42,21,10	152	149
11,9,15,9	6,4,14,8	12,19,19,12	10,8,13,11	186	149
62,54,114,96	0,1,5,0	91,99,103,96	0,2,4,2	268	149
16,29,25,13	0,0,6,1	17,18,28,20	0,1,1,0	202	149
42,79,69,49	1,2,2,3	57,53,70,54	6,0,3,5	202	149
23,42,34,37	32,33,49,26	32,39,39,43	37,35,25,27	152	149
11,9,9,13	0,0,2,2	20,8,10,18	0,0,1,0	178	149
35,32,39,45	4,3,4,0	59,37,48,49	4,4,3,0	178	149
43,72,68,58	0,2,1,0	70,79,73,66	0,2,0,1	249	149
64,87,120,91	4,2,10,8	84,116,103,64	5,12,13,6	298	149
77,94,124,87	0,2,0,0	88,126,91,83	1,0,0,0	298	149
4,10,17,6	64,93,106,76	12,12,15,23	105,87,61,93	196	149
3,7,4,13	4,6,15,7	10,1,9,8	4,2,7,3	152	149
32,33,54,80	1,0,7,2	46,42,51,51	1,1,0,4	152	149
4,5,4,16	0,2,5,3	8,3,8,7	1,3,3,0	152	149
1,1,2,6	0,2,1,0	3,0,2,4	0,1,5,3	152	149
0,0,0,0	6,5,15,14	0,0,2,1	11,13,13,10	154	149
0,0,0,0	201,196,309,254	0,0,4,1	203,225,258,187	154	149
0,0,2,2	16,39,32,37	1,1,3,0	29,28,34,23	171	149
150,179,225,198	8,13,12,9	166,218,207,206	10,8,5,7	151	149
10,15,6,9	108,133,143,182	16,25,23,18	128,145,110,97	298	149
115,144,152,189	1,1,0,0	136,158,121,106	0,1,0,0	298	149
18,20,41,7	3,2,3,2	32,43,49,25	2,0,2,1	230	149
18,20,41,7	481,476,697,634	32,45,50,26	445,626,526,578	230	149
18,20,41,7	0,2,0,2	34,42,49,25	0,0,0,7	230	149
374,530,663,632	1,0,0,0	534,701,577,540	0,0,0,0	298	149
23,22,31,34	222,259,391,337	24,28,24,21	298,375,289,307	174	149
98,105,179,172	0,0,2,3	171,167,108,129	1,1,1,2	228	149
117,121,205,205	0,0,0,4	207,201,133,148	2,0,0,1	251	149
19,16,28,36	0,0,0,4	37,35,27,21	2,0,0,1	172	149
6,6,9,7	0,0,1,1	11,19,16,11	0,0,0,0	181	149
45,47,71,52	11,10,10,6	59,120,71,56	12,13,6,14	181	149
33,46,63,51	15,15,23,14	37,51,59,55	17,10,21,26	167	149
58,36,81,60	0,5,0,2	50,54,68,69	0,1,6,2	152	149
79,87,125,101	1,4,0,3	98,103,106,105	2,4,1,3	298	149
2,2,8,9	0,2,2,0	1,6,12,4	0,1,0,0	298	149
150,197,254,212	0,1,0,0	211,231,169,177	0,3,0,0	298	149
0,0,0,0	1,0,2,0	1,2,0,0	3,7,5,1	200	149
409,440,598,606	0,0,0,0	458,479,442,432	0,0,2,0	173	149
2,3,6,1	1,0,0,0	1,3,2,1	0,0,0,0	297	149
235,232,454,269	7,8,9,6	296,430,401,344	5,8,13,8	157	149
7,9,14,15	36,46,78,54	16,15,16,16	46,57,71,47	211	149
86,132,244,177	29,45,54,74	116,174,189,183	40,53,57,61	152	149
7,6,8,5	124,128,193,155	7,4,2,3	175,188,175,150	164	149
62,41,61,67	11,18,22,20	38,52,38,75	13,15,13,15	161	149
4,4,7,7	1,0,0,0	2,2,2,4	0,0,2,0	197	149
11,26,32,29	5,6,3,11	36,43,47,20	9,12,10,8	250	149
46,37,46,47	0,0,0,4	41,42,30,38	0,3,3,0	165	149
8,5,8,16	11,17,22,21	9,9,8,10	24,31,29,20	155	149
0,0,1,0	18,24,27,29	1,0,2,3	22,34,27,21	201	149
0,0,0,0	30,50,52,24	1,1,0,0	36,56,49,57	166	149
17,21,25,21	3,5,19,6	34,34,25,34	5,12,6,17	201	149
247,227,386,355	4,16,16,12	277,310,273,302	12,27,9,9	183	149
72,84,123,126	4,15,9,13	108,128,112,110	15,11,12,8	209	149
207,281,341,292	5,4,5,7	309,371,344,265	8,7,9,7	152	149
265,288,424,378	5,8,6,22	287,341,329,296	4,9,11,18	153	149
2,4,8,14	92,112,182,190	6,8,10,1	120,154,124,106	212	149
253,268,316,317	22,35,46,22	309,274,253,281	32,17,25,39	186	149
12,9,6,8	0,0,0,1	15,8,10,6	1,0,1,0	185	149
8,9,7,15	1,1,2,5	18,9,5,15	1,3,2,0	161	149
21,21,40,23	9,20,24,24	25,30,18,28	26,20,23,15	237	149
1175,1098,1763,1438	5,1,6,3	1320,1512,1377,1378	5,3,5,7	223	149
109,102,162,125	1,2,2,0	140,130,117,102	2,0,1,3	176	149
0,2,1,1	14,14,21,31	3,1,4,1	8,9,20,22	298	149
216,159,249,243	6,0,0,4	223,243,208,175	0,3,1,3	184	149
2058,2140,3173,3199	0,0,0,17	2531,2753,2563,2152	0,0,23,0	158	149
199,271,352,370	0,0,0,17	269,362,287,239	0,0,23,0	192	149
15,28,18,20	1874,1897,2839,2849	24,24,15,19	2286,2415,2291,1932	183	149
81,55,110,78	6,28,22,19	85,112,86,92	14,27,19,28	152	149
7,7,15,9	0,6,2,2	5,4,8,7	3,1,3,2	152	149
3,1,5,12	16,17,13,15	2,5,6,8	9,15,15,10	152	149
47,55,78,52	1,2,3,0	60,76,50,77	1,4,2,0	181	149
5,8,5,8	1,0,3,0	4,19,8,8	2,2,1,1	169	149
34,51,66,67	1,0,3,0	61,79,53,72	2,2,1,1	173	149
50,63,102,90	2,3,14,16	78,62,84,71	15,7,5,10	152	149
129,147,262,162	20,32,31,35	266,293,268,239	54,37,33,34	298	149
1,2,6,2	17,15,17,17	0,5,1,1	33,18,7,16	176	149
1,1,0,0	0,2,1,0	1,0,2,1	3,0,2,1	152	149
6,6,8,6	46,64,74,83	8,2,7,3	61,87,62,52	167	149
56,55,80,78	48,71,65,59	46,94,82,73	58,67,81,59	152	149
703,760,1177,1027	83,85,162,120	803,1165,960,959	101,143,104,115	269	149
34,29,32,32	3,0,10,11	20,40,49,20	12,13,7,9	153	149
18,19,11,13	0,0,0,0	11,16,37,9	0,2,0,0	153	149
176,130,208,246	9,6,19,10	170,178,221,161	7,6,12,9	153	149
0,0,0,0	165,221,311,305	0,2,0,0	228,314,257,300	169	149
92,94,83,115	2,6,7,4	88,104,104,79	2,6,5,1	190	149
19,28,28,34	9,9,23,20	28,9,32,16	31,15,20,7	298	149
264,301,421,370	1,0,3,0	365,363,358,320	1,0,0,0	200	149
14,14,17,24	0,0,0,2	23,18,15,22	0,0,0,0	246	149
20,20,23,30	15,20,18,14	28,15,15,27	21,16,18,28	246	149
14,14,17,22	3,4,4,0	27,18,12,22	0,2,2,0	246	149
0,1,2,0	0,0,1,0	2,5,3,1	0,0,0,0	166	149
102,98,159,142	0,6,7,3	137,140,162,130	3,2,4,4	182	149
84,104,162,76	0,0,0,0	168,150,147,185	0,0,3,0	153	149
598,600,984,904	0,0,0,2	756,892,886,799	0,0,1,0	298	149
12,26,26,26	225,261,291,357	35,19,26,15	268,321,300,246	298	149
42,44,64,60	59,36,59,37	68,65,60,61	48,26,50,45	298	149
0,1,0,0	1,0,1,0	0,0,0,0	3,0,0,0	152	149
40,42,61,36	14,16,42,23	58,82,68,66	24,32,33,43	152	149
79,87,125,122	32,40,56,68	102,131,122,113	42,54,52,37	152	149
923,1065,1485,1255	28,46,32,37	1031,1215,1257,1167	24,24,34,38	152	149
166,203,263,177	8,7,12,16	215,211,184,190	19,10,8,11	152	149
90,91,139,148	0,1,0,1	107,115,115,116	2,0,1,0	158	149
211,283,356,256	138,179,253,189	399,391,356,382	232,337,305,215	202	149
7,19,11,7	0,0,0,1	19,24,30,14	0,1,0,0	151	149
55,47,67,66	0,0,0,1	73,58,65,41	0,1,0,0	206	149
55,47,67,66	7,19,11,7	73,58,65,41	19,24,30,14	204	149
83,89,157,127	22,27,45,32	116,124,98,97	49,48,40,48	170	149
95,112,175,153	16,17,31,22	135,153,119,104	25,23,25,18	167	149
0,3,1,0	56,57,79,66	2,1,2,0	67,69,83,88	171	149
0,0,2,6	11,24,26,17	3,1,0,1	29,28,15,22	161	149
0,0,5,2	16,14,46,29	2,1,0,1	22,39,18,32	161	149
26,46,64,35	18,36,21,24	40,59,35,44	27,42,29,28	259	149
24,42,43,20	31,44,62,37	23,36,38,28	41,49,58,40	298	149
33,27,23,29	5,4,8,4	38,40,52,39	11,6,1,9	152	149
86,85,133,129	12,10,17,9	98,99,98,112	13,18,9,6	152	149
114,141,205,167	2,4,2,0	129,177,173,123	0,2,1,0	158	149
2,2,7,7	0,0,0,0	1,8,5,1	0,0,1,0	298	149
34,46,62,55	3,0,2,4	44,53,75,39	1,0,2,0	298	149
0,0,0,0	0,1,1,1	0,0,1,0	3,4,2,0	178	149
39,64,89,84	4,4,4,7	81,73,88,61	4,2,2,3	172	149
9,12,8,9	44,41,69,37	26,30,15,14	73,78,51,77	152	149
20,22,42,19	8,2,10,20	10,20,29,23	4,12,16,13	153	149
97,89,177,129	4,1,7,1	83,95,165,91	5,6,6,2	179	149
13,18,22,12	0,2,3,1	20,33,10,15	3,6,5,1	220	149
8,13,15,5	0,2,3,1	11,23,10,10	3,6,5,1	189	149
19,23,40,31	28,19,33,34	29,53,35,23	17,22,25,27	164	149
198,287,343,337	28,19,33,34	257,378,347,285	17,22,25,27	204	149
183,268,315,316	4,4,12,10	238,343,332,267	10,18,20,5	189	149
57,41,60,71	16,25,35,42	43,54,59,39	15,24,17,24	152	149
3,6,6,3	41,45,76,39	15,8,9,11	62,29,56,43	276	149
42,42,52,45	4,2,1,6	44,77,45,47	2,4,2,2	153	149
14,12,31,22	8,3,14,4	17,15,20,11	11,5,4,6	298	149
2,0,2,6	1,0,4,0	1,4,5,2	0,0,0,0	189	149
19,14,42,26	0,0,1,0	31,16,25,13	0,1,0,0	215	149
4,16,14,8	0,0,0,0	17,12,9,5	0,3,0,2	206	149
0,0,0,0	8,7,15,10	0,1,0,0	7,7,7,7	298	149
0,1,1,1	4,4,4,3	1,3,1,2	1,2,6,2	172	149
10,25,32,47	4,5,8,8	54,28,35,35	2,1,7,2	179	149
21,21,46,37	59,42,80,73	23,45,18,36	67,74,89,68	152	149
634,633,974,914	0,0,0,0	682,935,847,715	0,0,0,1	161	149
127,130,215,160	3,5,14,8	156,160,177,147	7,13,13,14	153	149
312,346,431,378	2,0,2,0	391,419,385,345	0,3,2,0	268	149
185,256,395,181	0,2,0,3	326,403,357,375	0,3,4,1	203	149
134,172,224,223	29,38,37,31	131,195,186,168	30,18,29,27	153	149
1,2,1,1	79,63,102,110	6,4,1,0	77,125,106,92	161	149
46,62,59,66	4,10,7,11	73,66,66,53	7,6,15,19	154	149
6,15,14,24	0,0,0,0	25,14,24,15	0,1,0,0	191	149
37,52,67,94	5,6,9,4	89,70,77,71	7,2,4,0	191	149
37,39,36,48	7,6,22,7	50,54,48,59	9,6,11,6	152	149
10,19,31,24	115,132,221,158	21,40,26,24	184,199,224,173	186	149
53,47,105,64	73,88,126,94	97,84,98,78	111,111,143,112	152	149
4,3,4,4	2,5,7,10	7,5,7,7	2,3,9,2	186	149
13,8,14,11	0,0,0,0	28,16,9,22	0,4,0,0	154	149
105,97,148,95	3,3,5,15	143,156,175,134	9,6,12,5	154	149
11,14,13,16	20,29,38,28	22,18,20,17	24,41,46,45	152	149
106,145,223,157	0,1,1,0	165,182,150,162	0,0,0,0	298	149
0,2,3,2	25,12,29,25	1,4,3,1	23,17,13,23	152	149
27,13,28,12	772,877,1345,1138	11,34,12,21	938,1156,999,869	246	149
1,1,1,0	0,0,0,0	0,3,0,2	0,1,0,0	152	149
765,802,1174,883	30,33,67,39	956,1068,966,854	31,37,47,46	251	149
23,27,35,23	21,35,50,39	17,49,21,29	36,44,37,37	152	149
45,65,100,80	265,274,407,333	57,96,104,83	273,377,363,305	152	149
452,478,616,638	103,130,172,155	509,641,597,582	142,166,138,128	152	149
19,24,31,27	1,4,1,1	36,19,32,18	4,2,1,2	167	149
126,141,196,157	48,64,74,65	142,120,162,174	72,105,56,57	167	149
174,221,303,248	4,2,4,1	242,270,276,216	5,4,1,3	153	149
4,3,3,5	2,0,0,2	3,13,7,1	0,2,0,3	152	149
47,50,55,45	1,2,5,3	49,51,45,37	1,2,5,7	154	149
53,41,55,44	5,5,16,2	43,34,61,44	6,4,16,7	174	149
318,394,436,455	63,85,117,107	402,380,397,375	86,108,108,104	191	149
0,0,1,1	2,2,12,3	0,1,0,2	1,3,0,4	152	149
2,3,0,0	1,9,17,9	0,0,0,0	11,13,9,11	152	149
5,4,9,6	29,31,43,39	4,1,6,3	31,61,63,46	205	149
3,1,1,0	31,30,65,67	6,1,3,8	51,66,66,41	152	149
50,78,90,109	3,7,1,2	60,77,86,82	4,3,0,0	153	149
78,72,108,126	2,3,9,10	76,110,101,86	4,5,6,5	152	149
55,69,120,103	3,6,2,0	96,129,103,92	6,8,6,6	169	149
29,31,51,33	7,4,7,7	55,62,42,64	1,7,6,12	166	149
20,10,31,20	1,1,1,0	19,15,11,14	0,0,0,3	152	149
59,77,121,92	7,21,28,23	54,86,86,68	21,14,10,13	152	149
14,11,22,20	2,0,0,4	12,14,10,16	1,2,1,0	244	149
25,27,53,37	92,62,100,99	21,28,30,38	60,90,88,60	244	149
47,62,91,56	1,0,0,0	71,71,77,69	0,0,0,0	298	149
19,22,25,24	1,0,2,0	16,37,28,25	0,0,0,0	250	149
39,38,71,46	0,0,0,0	65,70,83,69	0,0,0,1	298	149
1,1,4,1	147,126,181,147	3,5,2,3	154,186,168,101	298	149
79,86,99,84	37,28,58,31	88,106,84,98	24,42,37,37	152	149
8,4,1,3	72,119,149,113	2,4,5,6	121,114,94,68	187	149
1,4,11,6	33,66,57,80	10,9,4,2	52,67,87,49	199	149
0,0,0,0	1,0,0,0	0,2,0,0	0,2,0,0	152	149
0,0,4,0	5,4,6,3	0,0,3,0	5,1,4,4	155	149
91,99,113,104	1,3,3,2	119,109,139,118	1,1,3,1	160	149
41,23,46,43	2417,2466,3232,3752	30,32,27,34	2562,3142,2923,2432	165	149
1,5,2,3	47,41,64,50	1,6,8,5	75,57,56,60	228	149
58,80,111,73	2,1,0,0	102,131,81,91	2,3,0,0	183	149
0,1,0,1	50,46,69,56	0,0,0,1	71,81,63,82	170	149
31,41,67,69	52,49,51,79	35,55,50,49	47,58,57,41	231	149
84,95,102,106	0,0,2,0	85,101,91,103	0,0,0,0	298	149
31,44,46,26	0,1,0,0	42,65,40,48	1,3,2,0	181	149
56,35,106,55	23,25,46,21	81,105,91,78	31,31,27,29	298	149
76,97,155,98	4,6,7,3	95,136,127,122	6,3,1,7	251	149
83,79,159,98	1,1,10,3	118,153,100,114	4,7,5,2	177	149
791,1060,2200,925	5,2,18,3	2313,2473,2355,2099	6,14,13,12	189	149
8,10,11,11	340,316,495,438	14,16,14,11	418,461,432,387	211	149
137,164,237,189	1,6,1,1	148,218,191,160	2,1,5,0	225	149
160,193,291,262	5,2,3,4	198,245,187,251	4,4,5,0	298	149
12,7,13,9	666,675,910,1001	6,15,8,10	741,899,884,726	188	149
16,18,20,17	3,4,1,0	31,3,13,16	1,1,4,8	221	149
2,2,2,0	1,0,1,0	4,2,5,7	5,0,3,4	152	149
180,205,330,235	3,0,2,3	247,254,201,209	2,4,2,2	213	149
2197,2390,3306,3105	719,850,1113,1005	2686,3463,2751,2597	901,1195,919,914	173	149
2,0,0,1	37,45,72,56	2,1,1,0	70,40,33,46	218	149
235,305,380,373	606,655,876,855	301,367,303,266	733,738,698,680	206	149
3,12,7,5	196,254,345,342	11,15,6,5	265,324,294,269	298	149
627,717,906,837	10,26,32,22	678,829,858,652	23,18,20,21	164	149
91,121,167,135	16,28,37,34	125,139,152,137	32,27,44,26	152	149
50,60,58,67	2,0,10,1	50,38,40,36	2,2,5,2	152	149
30,31,59,42	0,0,0,0	41,53,47,44	1,0,0,0	237	149
50,50,61,57	19,42,33,30	61,57,56,63	25,35,43,46	298	149
4,5,15,7	3,1,6,0	6,14,8,8	4,4,4,2	154	149
0,4,0,1	2,3,1,5	3,0,0,3	2,3,2,1	154	149
0,0,0,1	2,9,14,20	1,0,0,0	8,21,15,24	152	149
78,97,137,87	0,0,3,0	96,137,100,100	2,0,0,0	298	149
50,62,90,57	62,57,70,58	73,86,76,67	88,104,73,64	167	149
0,6,4,3	0,0,0,0	1,5,2,0	1,0,0,0	188	149
29,35,52,41	6,3,2,6	25,42,42,40	6,1,1,7	153	149
346,350,604,545	2,1,10,8	379,561,536,546	0,6,2,6	153	149
379,373,618,429	0,1,2,0	506,528,518,550	0,0,0,0	228	149
82,101,110,116	3,4,8,10	91,96,84,91	4,8,21,7	154	149
223,261,307,359	2,15,16,18	237,341,239,245	6,8,7,8	155	149
29,24,37,38	0,0,1,0	32,33,29,31	0,0,0,0	153	149
121,110,152,172	3,7,12,7	139,132,119,121	12,12,11,19	159	149
110,136,152,111	2,9,6,2	140,126,140,138	7,6,1,4	154	149
134,164,206,171	4,0,3,0	168,196,153,180	0,3,0,0	190	149
601,552,882,809	7,3,3,7	695,770,820,715	3,5,6,5	188	149
0,1,0,0	2,4,9,5	3,0,0,0	1,5,6,11	196	149
31,34,65,62	575,545,780,883	39,49,66,40	636,754,686,571	170	149
0,1,0,0	55,74,79,72	0,0,2,0	65,83,91,67	152	149
95,92,157,102	92,74,144,105	115,153,130,129	99,88,110,95	152	149
4,2,2,2	0,1,0,0	5,5,2,9	0,0,0,1	152	149
0,0,4,0	0,0,0,1	1,0,0,2	0,0,0,0	238	149
143,161,180,189	0,1,0,1	146,184,147,135	3,8,1,3	156	149
405,435,611,547	4,4,3,5	476,484,521,445	1,8,2,3	153	149
21,28,32,17	0,0,2,1	36,24,38,26	1,0,1,0	152	149
23,32,51,37	27,39,53,48	35,48,55,59	45,62,42,34	152	149
71,98,142,87	0,1,4,0	72,103,98,83	3,1,2,0	158	149
24,20,56,28	47,72,83,75	31,39,32,40	69,100,60,88	152	149
8,14,11,8	121,113,190,148	16,13,14,7	165,125,143,139	155	149
1404,1467,2122,2119	121,113,190,148	1620,1913,1747,1655	165,125,143,139	298	149
1397,1453,2111,2111	1,0,0,0	1606,1901,1733,1648	0,0,0,0	298	149
1748,1891,2936,2869	0,0,0,0	1930,2265,2149,2168	0,1,0,0	294	149
1,0,1,0	20,27,17,22	1,4,0,2	11,23,24,24	183	149
468,481,710,581	0,0,2,1	608,660,702,694	0,1,3,0	298	149
774,767,1150,961	17,13,17,8	896,1104,998,940	11,19,23,20	255	149
12,8,19,6	308,303,483,451	12,8,11,23	433,474,479,468	235	149
1,5,4,7	102,100,164,110	5,3,5,4	128,127,112,103	164	149
105,116,154,140	0,1,0,0	103,150,114,96	0,0,2,1	182	149
21,7,32,14	101,86,159,121	12,14,22,9	116,126,131,118	152	149
54,35,60,50	46,64,91,58	44,59,60,47	74,100,70,79	152	149
135,147,280,168	2,4,0,0	220,203,189,206	2,3,0,1	155	149
159,171,332,206	17,14,25,18	246,250,223,262	14,21,25,16	197	149
26,28,52,38	17,14,25,18	28,50,34,57	14,21,25,16	191	149
273,239,464,372	596,594,1105,940	370,437,372,351	838,973,840,851	152	149
774,786,1335,982	171,151,239,207	942,1135,1105,1005	201,213,171,211	298	149
0,1,1,2	307,332,420,528	3,2,1,1	376,454,430,354	155	149
78,91,93,79	22,24,20,18	91,98,102,76	25,25,16,20	257	149
44,48,84,58	22,24,20,18	84,78,73,73	25,25,16,20	159	149
11,9,23,9	2,0,1,0	21,20,23,24	3,2,2,3	159	149
52,61,64,49	2,0,1,0	59,64,80,58	3,2,2,3	257	149
43,53,42,40	2,1,1,0	38,46,58,37	0,2,1,3	247	149
170,201,267,258	5,3,15,21	182,277,223,204	11,6,8,1	153	149
66,100,91,72	98,101,170,175	96,141,93,79	101,155,147,127	294	149
17,8,25,19	11,17,11,12	20,18,30,18	5,8,26,13	265	149
19,9,26,18	18,26,33,39	20,20,30,18	26,32,18,35	265	149
38,51,74,75	0,0,0,1	59,74,43,64	2,0,0,0	157	149
24,13,27,23	0,0,0,1	24,28,35,21	2,0,0,0	273	149
17,10,25,18	30,48,72,70	20,20,30,19	55,66,38,62	265	149
12,21,23,18	112,129,166,187	30,16,20,12	120,161,159,138	167	149
362,346,457,469	22,27,32,25	399,428,369,336	31,24,24,25	158	149
363,349,458,476	5,2,5,5	399,429,373,337	6,1,2,5	161	149
23,30,33,32	5,2,5,5	31,25,28,26	6,1,2,5	152	149
227,295,330,331	6,7,15,14	267,330,323,247	10,9,12,15	152	149
8,15,30,5	7,8,5,7	13,16,19,4	7,13,4,7	219	149
12,7,11,6	4,1,0,0	10,9,8,10	0,0,0,4	195	149
3,3,7,0	102,98,140,117	3,2,2,6	137,155,136,100	235	149
9,4,9,4	111,111,169,131	2,5,4,2	129,175,144,120	173	149
0,2,9,2	103,88,138,111	1,1,2,2	86,145,117,102	170	149
4,5,6,3	0,0,1,0	2,0,7,4	0,0,0,0	152	149
68,57,84,91	5,3,0,5	71,94,98,77	4,5,2,4	152	149
243,252,333,325	1,1,1,2	353,371,296,301	0,2,0,0	298	149
4,6,8,4	1,2,1,1	2,8,6,9	0,0,0,4	179	149
883,951,1258,1286	13,21,26,28	963,1188,1053,1014	18,21,15,14	176	149
4,2,3,4	0,0,0,8	3,6,7,4	0,0,0,0	152	149
5,3,9,6	112,111,174,146	8,7,3,2	115,149,142,103	183	149
10,4,15,8	34,32,32,31	16,8,8,3	39,39,46,33	152	149
2,0,4,5	3,0,0,0	11,1,7,4	0,0,0,0	191	149
17,10,14,14	631,706,960,886	16,9,13,14	742,902,873,742	173	149
3,7,13,7	609,681,912,887	13,19,8,12	757,871,828,723	176	149
0,0,7,0	8,14,19,13	4,4,1,3	15,24,14,10	210	149
5,6,9,6	748,824,1228,1317	12,13,8,16	876,996,953,887	165	149
7,10,6,7	53,45,67,52	7,7,9,9	50,39,37,49	163	149
30,20,20,11	53,45,67,52	11,20,21,12	50,39,37,49	188	149
26,18,17,11	3,8,3,7	11,19,18,10	7,6,6,7	174	149
319,352,554,405	0,0,0,1	409,478,428,407	0,0,0,0	298	149
3,3,9,5	260,245,329,350	4,5,3,6	246,298,330,249	161	149
550,655,911,853	7,6,14,7	727,888,727,667	5,11,4,4	212	149
59,56,100,65	2,2,3,1	77,84,52,62	0,5,2,2	283	149
0,7,14,11	479,458,744,686	11,6,8,5	639,751,731,650	279	149
74,75,115,124	51,59,74,74	83,101,93,91	54,72,66,54	152	149
3,3,8,4	29,26,52,43	6,5,8,3	37,42,56,49	164	149
1,3,1,6	45,64,104,75	2,6,4,9	81,88,87,57	170	149
11,19,35,25	23,18,41,32	40,41,37,25	24,29,26,23	152	149
1,0,0,0	7,1,5,0	0,1,0,2	1,2,1,2	152	149
24,44,79,48	11,21,27,17	52,72,40,55	22,30,24,26	152	149
496,388,605,422	149,129,203,162	434,529,472,489	205,209,183,220	245	149
22,20,25,28	348,305,466,398	18,27,34,23	370,440,362,427	152	149
17,10,16,24	12,13,17,19	16,12,23,29	20,13,16,15	231	149
163,212,302,286	3,0,0,0	258,261,258,209	0,0,0,6	153	149
31,41,45,36	19,41,41,23	56,44,48,47	20,27,27,39	170	149
2,10,10,8	19,41,41,23	9,7,13,6	20,27,27,39	207	149
1,4,6,7	30,35,41,35	7,3,4,3	54,40,39,44	186	149
18,19,41,14	516,577,812,700	21,31,37,24	609,857,800,601	175	149
21,16,13,11	4127,4568,5854,4729	14,37,27,15	4910,6054,5550,5164	167	149
145,188,204,236	5,8,8,13	165,201,219,198	10,12,18,11	200	149
58,72,96,100	0,7,6,2	80,66,78,81	3,7,4,9	152	149
21,28,41,14	425,494,564,604	31,37,31,44	505,579,475,515	281	149
109,90,149,171	225,266,319,360	101,128,112,110	226,285,250,276	152	149
57,35,68,65	5,5,9,3	67,77,84,58	4,14,11,16	190	149
4,3,17,5	2,0,0,1	3,7,14,6	0,0,0,0	204	149
89,106,177,162	1,4,10,1	108,154,123,104	3,1,11,3	208	149
3,7,8,3	3,3,3,0	7,14,4,6	4,4,2,2	202	149
6,9,14,2	1,9,20,0	7,14,4,10	8,11,9,14	202	149
105,103,156,121	0,1,0,0	119,162,135,130	0,0,0,0	298	149
13,23,27,19	0,2,2,2	33,28,41,13	7,6,4,1	152	149
14,29,41,16	9,5,3,2	20,24,34,20	3,6,5,5	153	149
0,3,0,0	56,54,114,93	0,0,0,1	91,90,74,91	298	149
0,0,0,2	25,19,31,36	0,1,1,2	32,37,24,25	167	149
452,489,748,670	38,69,74,68	596,605,566,561	63,59,49,36	152	149
39,31,38,59	0,0,10,5	43,33,45,32	0,4,0,7	176	149
52,54,92,59	423,441,633,493	77,59,75,74	488,468,502,453	152	149
0,0,4,0	0,0,0,1	1,0,0,2	0,0,0,0	210	149
279,311,401,345	2,2,7,5	369,456,381,310	5,3,2,3	202	149
88,97,159,88	1,0,1,1	93,83,110,89	0,0,0,4	298	149
3,12,9,13	13,12,17,20	12,8,12,16	18,14,13,14	222	149
5,3,5,9	0,1,0,0	14,21,10,8	1,2,1,3	245	149
160,175,249,234	6,11,13,9	172,202,190,171	12,8,2,11	152	149
13,7,9,7	0,0,0,3	5,4,16,5	0,0,0,0	152	149
1,2,2,1	17,20,21,23	7,3,0,1	15,20,27,24	170	149
2,2,2,1	9,11,15,15	7,1,0,1	12,14,20,18	170	149
148,178,268,239	11,30,15,26	227,234,235,217	19,22,39,26	155	149
8,8,12,11	115,148,259,204	4,4,9,5	169,196,180,193	190	149
535,573,738,771	19,20,31,22	576,695,713,533	21,25,23,19	263	149
57,50,104,69	66,95,91,70	75,85,69,58	82,91,66,65	152	149
1,3,1,2	13,16,26,14	1,1,2,5	27,32,45,26	249	149
20,22,38,18	0,1,0,0	19,32,29,32	1,0,0,1	180	149
1,3,4,1	45,46,80,46	3,2,6,1	45,46,61,43	160	149
5,6,14,8	107,73,137,131	6,14,8,7	117,151,143,110	225	149
110,106,149,184	10,10,10,6	118,154,138,118	11,12,16,10	255	149
110,106,149,184	4,5,6,11	118,154,139,118	6,2,10,10	258	149
10,10,10,6	4,5,6,11	11,12,17,10	6,2,10,10	152	149
0,3,4,0	0,0,1,0	3,0,2,2	0,0,0,0	298	149
23,33,30,39	108,124,197,123	27,34,45,37	138,146,187,160	188	149
27,16,32,18	94,102,192,129	24,27,35,24	147,188,174,179	180	149
5,1,1,2	120,196,227,186	10,2,0,5	172,178,134,154	182	149
39,16,37,29	0,2,0,0	27,32,52,34	1,0,2,0	152	149
272,325,405,364	45,59,71,64	317,374,398,312	54,68,69,53	153	149
14,26,29,20	32,46,56,20	23,36,26,19	64,50,43,54	152	149
35,35,40,42	2,2,9,6	27,19,36,32	10,7,4,3	153	149
0,0,0,0	30,26,54,55	0,0,0,1	29,38,52,35	170	149
40,46,77,44	5,2,4,12	40,60,74,68	6,5,2,2	298	149
161,184,321,215	4,6,12,9	244,273,171,228	4,10,7,7	158	149
80,95,114,93	0,1,0,0	83,100,82,86	0,1,0,0	152	149
22,19,26,26	1,3,0,0	13,17,18,21	1,1,0,2	152	149
78,102,116,114	1,2,0,2	68,112,124,99	3,0,6,0	225	149
35,30,21,39	119,150,112,142	35,37,27,24	116,173,144,98	152	149
8,18,16,23	64,63,76,81	20,25,14,28	78,116,61,63	243	149
12,18,26,6	25,25,37,28	21,29,22,15	25,39,39,21	218	149
2,1,2,5	554,572,769,853	1,1,3,1	649,705,744,616	175	149
197,211,300,357	0,0,2,0	257,282,242,216	0,1,0,0	199	149
